ZoneId,Description,RegionId,CountryId,UtmGrid,GridRef,ZoneControlState,DateCapturedUtc,LegionCount,SwarmCount,FacelessCount,LastUpdateDateUtc,Latitude,Longitude
2526999,"Zerzen",2440,180,"34U","34U1H5S4Q",2,2020-05-01 05:39:49.7900000,0,348436,0,2020-05-08 01:21:41.7800000,52.195510,21.137180
2378507,"Chmiel",2441,180,"34U","34U2H6S1Q",1,2020-04-15 07:53:56.8100000,20463,0,0,2020-05-08 05:09:59.6270000,49.222310,22.602650
2422815,"Ochojec",2450,180,"34U","34U2H1S3Q",2,2018-04-06 07:48:55.7600000,0,1331938,0,2020-05-08 05:55:14.5330000,50.166670,18.550000
2406916,"Rudnik",2450,180,"34U","34U2H4S1Q",3,2020-05-07 16:38:18.1300000,0,360,471,2020-05-08 06:38:17.6700000,49.832280,18.692040
2428328,"Czarny Las",2450,180,"34U","34U2H1S3Q",3,2016-03-27 19:24:23.4830000,3547,600,316846,2020-05-08 06:49:53.0430000,50.283330,18.866670
2429156,"Chebzie",2450,180,"34U","34U2H1S3Q",3,2014-09-26 15:16:26.4000000,3781,3300,64187,2020-05-08 06:49:54.0770000,50.300000,18.883330
2418907,"Rakowice",2439,180,"34U","34U2H1S4Q",2,2017-08-06 08:27:29.8200000,0,3038952,0,2020-05-08 07:38:18.5230000,50.083330,19.983330
2594265,"Kierwik",2444,180,"34U","34U1H5S2Q",3,2020-05-08 08:17:29.1070000,0,0,1150,2020-05-08 08:17:29.1070000,53.616670,21.383330
2594264,"Spychowo",2444,180,"34U","34U1H5S2Q",1,2018-09-20 06:26:43.1030000,736,0,517,2020-05-08 08:17:35.9800000,53.616670,21.350000
2594924,"Polom",2444,180,"34U","34U1H5S2Q",3,2020-05-08 08:17:47.5100000,0,0,1150,2020-05-08 08:17:47.5100000,53.633330,21.366670
2594925,"Koczek",2444,180,"34U","34U1H5S2Q",3,2020-05-08 08:17:55.9970000,0,0,1150,2020-05-08 08:17:55.9970000,53.633330,21.383330
2595585,"Zgon",2444,180,"34U","34U1H5S2Q",3,2020-05-08 08:18:01.2330000,0,0,1150,2020-05-08 08:18:01.2330000,53.650000,21.400000
2596278,"Stare Kielbonki",2444,180,"34U","34U1H5S2Q",3,2020-05-08 08:18:09.8070000,0,0,1150,2020-05-08 08:18:09.8070000,53.666670,21.333330
2593583,"Marchewki",2444,180,"34U","34U1H5S2Q",1,2018-09-10 13:07:25.3200000,526,0,517,2020-05-08 08:18:34.4800000,53.600000,21.233330
2593582,"Piasutno",2444,180,"34U","34U1H5S2Q",1,2018-09-10 13:07:16.6930000,1780,0,517,2020-05-08 08:18:44.0300000,53.600000,21.216670
2592181,"Chajdyce",2444,180,"34U","34U1H5S2Q",1,2018-10-20 15:35:04.3670000,920,0,517,2020-05-08 08:18:51.0230000,53.566670,21.183330
2377774,"Dwernik",2441,180,"34U","34U2H6S1Q",1,2020-03-12 17:30:53.4170000,20490,0,0,2020-05-08 13:04:09.4570000,49.207280,22.624970
2378617,"Zatwarnica",2441,180,"34U","34U2H6S1Q",1,2020-03-11 20:22:20.2170000,14215,0,0,2020-05-08 13:04:16.7100000,49.226570,22.552700
2374749,"Berezki",2441,180,"34U","34U2H6S1Q",1,2020-01-06 11:12:07.9770000,14441,0,0,2020-05-08 13:04:25.2030000,49.140390,22.668310
2375378,"Widelki",2441,180,"34U","34U2H6S1Q",1,2020-04-01 19:59:15.4100000,14635,0,0,2020-05-08 13:06:09.4270000,49.150610,22.683680
2375662,"Pszczeliny",2441,180,"34U","34U2H6S1Q",1,2020-03-20 05:12:55.3770000,14877,0,0,2020-05-08 13:06:17.1770000,49.164980,22.690890
2378266,"Ruskie",2441,180,"34U","34U2H6S1Q",1,2020-05-08 13:11:24.7670000,1463,0,0,2020-05-08 13:11:24.7670000,49.216670,22.600000
2416905,"Rzeszow",2441,180,"34U","34U2H2S4Q",3,2014-08-21 07:03:42.0400000,300,5239,4692183,2020-05-08 13:39:51.3300000,50.041320,21.999010
2416577,"Bajerowka",2450,180,"34U","34U2H1S3Q",2,2018-02-13 22:21:41.6030000,0,1342835,0,2020-05-08 13:43:49.1300000,50.033330,18.683330
2531006,"Zoliborz",2440,180,"34U","34U1H5S3Q",3,2014-12-16 20:23:25.4770000,0,144377,881905,2020-05-08 14:02:43.4600000,52.268960,20.986440
2528465,"Ochota",2440,180,"34U","34U1H5S3Q",2,2020-04-25 16:38:45.6800000,0,822010,0,2020-05-08 14:45:13.5130000,52.220960,20.985260
2432022,"Kamienna Gora",2439,180,"34U","34U2H1S4Q",2,2020-05-08 14:32:34.4100000,300,10170,4683,2020-05-08 14:53:45.4400000,50.361100,19.767200
2528727,"Warsaw",2440,180,"34U","34U1H5S4Q",3,2015-01-25 23:59:22.0100000,0,1746,17222473,2020-05-08 14:54:02.7630000,52.229770,21.011780
2590703,"Faryny",2444,180,"34U","34U1H5S2Q",3,2016-05-25 20:24:12.4300000,0,0,2210457,2020-05-08 15:37:46.2670000,53.533330,21.383330
2624006,"Sierakowice",2449,180,"33U","33U1H3S4Q",2,2017-06-18 19:30:17.0170000,0,23100,0,2020-05-08 16:05:10.7900000,54.346100,17.892520
2417320,"Klokocin",2450,180,"34U","34U2H1S3Q",2,2017-11-08 10:25:13.0730000,0,1340983,0,2020-05-08 16:14:27.7970000,50.050000,18.633330
2526931,"Mokotow",2440,180,"34U","34U1H5S4Q",2,2019-12-11 20:57:23.2900000,0,1795116,0,2020-05-08 16:16:43.1230000,52.193400,21.034870
