ZoneId,Description,RegionId,CountryId,UtmGrid,GridRef,ZoneControlState,DateCapturedUtc,LegionCount,SwarmCount,FacelessCount,LastUpdateDateUtc,Latitude,Longitude
2416905,"Rzeszow",2441,180,"34U","34U2H2S4Q",3,2014-08-21 07:03:42.0400000,15810,28678,4694423,2020-05-05 05:09:03.6700000,50.041320,21.999010
2414731,"Niechobrz",2441,180,"34U","34U2H5S2Q",2,2020-05-05 05:12:14.2230000,0,1095,0,2020-05-05 05:12:14.2230000,49.994720,21.878240
2509353,"Helenowek",2446,180,"34U","34U2H1S2Q",3,2019-04-20 16:31:37.9400000,0,604,4500,2020-05-05 08:03:20.7100000,51.824650,19.427310
2523434,"Laszczki",2440,180,"34U","34U1H5S3Q",2,2019-06-26 15:58:07.2230000,0,3493,300,2020-05-05 13:57:21.9100000,52.121160,20.915820
2523184,"Sekocin",2440,180,"34U","34U1H5S3Q",3,2017-04-15 06:47:37.1870000,0,517,1027388,2020-05-05 13:57:39.6230000,52.116670,20.883330
2405186,"Kamienica",2450,180,"34U","34U2H4S2Q",2,2013-01-28 22:22:33.9600000,0,4635525,0,2020-05-05 16:08:06.3400000,49.796030,19.016900
2416979,"Jankowice Rybnickie",2450,180,"34U","34U2H1S3Q",2,2020-05-05 18:25:53.5830000,0,798,0,2020-05-05 18:25:53.5830000,50.044790,18.547070
2416573,"Michalkowice",2450,180,"34U","34U2H1S3Q",2,2020-05-05 18:26:00.9330000,0,745,0,2020-05-05 18:26:00.9370000,50.033330,18.566670
2416060,"Swierklany",2450,180,"34U","34U2H1S3Q",2,2020-05-05 18:26:06.6670000,0,752,0,2020-05-05 18:26:06.6670000,50.022190,18.582860
2524237,"Suchy Las",2440,180,"34U","34U1H5S3Q",2,2019-04-17 06:33:45.2500000,0,1033130,1500,2020-05-05 18:27:36.8200000,52.135910,20.849650
2522976,"Sekocin Nowy",2440,180,"34U","34U1H5S3Q",3,2019-04-03 07:09:37.4570000,0,0,786645,2020-05-05 19:06:47.8130000,52.115780,20.891360
2417319,"Radziejow",2450,180,"34U","34U2H1S3Q",2,2020-05-05 03:01:07.2330000,0,22024,1260,2020-05-05 20:12:21.7500000,50.050000,18.516670
2378507,"Chmiel",2441,180,"34U","34U2H6S1Q",1,2020-04-15 07:53:56.8100000,380768,0,0,2020-05-05 20:12:39.6500000,49.222310,22.602650
2473752,"Bartoszowice",2445,180,"33U","33U2H3S2Q",1,,2324076,0,0,2020-05-05 21:18:01.0230000,51.100830,17.109650
2630327,"Gdynia",2449,180,"34U","34U1H1S3Q",2,2019-04-09 14:47:15.3470000,0,8085795,0,2020-05-05 21:23:21.4400000,54.518890,18.531880
2521527,"Walendow",2440,180,"34U","34U1H5S3Q",3,2016-03-14 21:18:31.7900000,0,0,952012,2020-05-05 22:21:46.4600000,52.083330,20.850000
