ZoneId,Description,RegionId,CountryId,UtmGrid,GridRef,ZoneControlState,DateCapturedUtc,LegionCount,SwarmCount,FacelessCount,LastUpdateDateUtc,Latitude,Longitude
2416905,"Rzeszow",2441,180,"34U","34U2H2S4Q",3,2014-08-21 07:03:42.0400000,10640,21698,4722293,2020-04-28 01:50:29.4070000,50.041320,21.999010
2495639,"Baby",2446,180,"34U","34U2H1S2Q",3,2020-04-28 02:53:01.3900000,0,0,2426,2020-04-28 02:59:39.5130000,51.530540,19.716910
2496314,"Raciborowice",2446,180,"34U","34U2H1S2Q",3,2020-04-28 02:59:44.0200000,0,0,3354,2020-04-28 02:59:52.3030000,51.542270,19.740630
2497233,"Rzeczkow",2446,180,"34U","34U2H1S2Q",3,2020-04-28 03:00:00.8000000,0,0,1047,2020-04-28 03:00:00.8000000,51.566420,19.749480
2495365,"Pomykow",2446,180,"34U","34U2H1S2Q",3,2020-04-28 03:00:06.2270000,0,0,1199,2020-04-28 03:00:06.2270000,51.519640,19.727150
2495364,"Kuznocin",2446,180,"34U","34U2H1S2Q",3,2020-04-28 03:00:11.3400000,0,0,992,2020-04-28 03:00:11.3400000,51.519630,19.754990
2494613,"Gajkowice",2446,180,"34U","34U2H1S2Q",3,2020-04-28 03:00:20.5100000,0,0,1101,2020-04-28 03:00:20.5130000,51.504200,19.695480
2494579,"Moszczenica",2446,180,"34U","34U2H1S2Q",3,2020-04-28 03:00:25.6300000,0,0,1226,2020-04-28 03:00:25.6300000,51.502970,19.719860
2529347,"Groszowka",2440,180,"34U","34U1H5S4Q",3,2017-12-20 13:57:04.4000000,0,16143,272361,2020-04-28 03:28:43.4900000,52.238630,21.210480
2529955,"Rembertow Grzybowa",2440,180,"34U","34U1H5S4Q",2,2019-09-23 01:28:37.7200000,0,1229229,0,2020-04-28 03:29:01.9030000,52.250000,21.200000
2529454,"Szkopowka",2440,180,"34U","34U1H5S4Q",2,2019-06-26 08:37:39.4200000,0,1006476,0,2020-04-28 03:29:09.0630000,52.241990,21.244810
2528443,"Zakret",2440,180,"34U","34U1H5S4Q",2,2019-05-18 23:15:49.9100000,0,1109834,0,2020-04-28 03:29:26.8130000,52.220440,21.265580
2529061,"Zurawka",2440,180,"34U","34U1H5S4Q",2,2019-06-27 10:07:24.7070000,0,611436,0,2020-04-28 03:29:35.2470000,52.233330,21.283330
2529062,"Milosna Nowa",2440,180,"34U","34U1H5S4Q",2,2019-05-21 18:44:50.8670000,0,620098,0,2020-04-28 03:29:44.0630000,52.233330,21.300000
2529376,"Milosna",2440,180,"34U","34U1H5S4Q",2,2019-06-01 14:01:43.3970000,0,800767,0,2020-04-28 03:29:51.2930000,52.239680,21.303350
2530159,"Sulejowek",2440,180,"34U","34U1H5S4Q",2,2019-06-11 23:43:56.3500000,0,710673,0,2020-04-28 03:29:57.0570000,52.252210,21.269020
2533257,"Ogrodziska",2440,180,"34U","34U1H5S4Q",2,2019-03-08 05:39:34.7630000,0,3324,0,2020-04-28 03:34:03.5900000,52.316670,21.500000
2529435,"Ladzyn",2440,180,"34U","34U1H5S4Q",2,2019-03-01 15:30:07.8400000,0,8182,0,2020-04-28 03:34:24.2830000,52.241440,21.542000
2493295,"Wola Kamocka",2446,180,"34U","34U2H1S2Q",3,2020-04-28 03:40:47.1300000,0,0,1101,2020-04-28 03:40:47.1300000,51.481660,19.572340
2493585,"Kolonia Papieze",2446,180,"34U","34U2H1S2Q",3,2020-04-28 03:40:56.1470000,0,94,798,2020-04-28 03:40:56.1470000,51.483330,19.600000
2493225,"Papieze",2446,180,"34U","34U2H1S2Q",3,2020-04-28 03:41:00.8970000,0,0,999,2020-04-28 03:41:00.8970000,51.478280,19.619560
2492811,"Kamocin",2446,180,"34U","34U2H1S2Q",3,2020-04-28 03:41:07.6600000,479,0,517,2020-04-28 03:41:07.6600000,51.466670,19.583330
2492417,"Ostrow",2446,180,"34U","34U2H1S2Q",3,2020-04-28 03:41:13.3970000,0,0,1282,2020-04-28 03:41:13.3970000,51.460250,19.549180
2492268,"Kamocinek",2446,180,"34U","34U2H1S2Q",3,2020-04-28 03:41:20.0670000,0,0,1108,2020-04-28 03:41:20.0670000,51.452940,19.548360
2493044,"Brzoza",2446,180,"34U","34U2H1S2Q",3,2020-04-28 03:41:27.2470000,0,0,1021,2020-04-28 03:41:27.2470000,51.469840,19.641840
2493902,"Kosow",2446,180,"34U","34U2H1S2Q",3,2020-04-28 03:41:32.4100000,0,0,1058,2020-04-28 03:41:32.4100000,51.490840,19.682440
2526935,"Czerniakow",2440,180,"34U","34U1H5S4Q",2,2019-04-17 08:20:44.0430000,0,1113854,0,2020-04-28 04:10:05.6030000,52.193560,21.059760
2526948,"Augustowka",2440,180,"34U","34U1H5S4Q",2,2020-01-13 07:35:43.5270000,0,1074804,0,2020-04-28 04:10:12.5900000,52.193820,21.091690
2528182,"Siekierki",2440,180,"34U","34U1H5S4Q",2,2020-03-30 22:37:53.1200000,0,447812,0,2020-04-28 04:10:20.9600000,52.216670,21.083330
2526512,"Wierzbno",2440,180,"34U","34U1H5S4Q",2,2020-01-30 15:38:30.3670000,0,371748,0,2020-04-28 04:10:31.2400000,52.183330,21.016670
2528376,"Odolany",2440,180,"34U","34U1H5S3Q",2,2019-10-10 19:54:29.3170000,0,697709,0,2020-04-28 04:10:50.5330000,52.217910,20.934880
2541091,"Debinki",2440,180,"34U","34U1H5S4Q",2,2018-12-18 15:36:21.5870000,0,47738,0,2020-04-28 04:58:14.5030000,52.483330,21.416670
2529341,"Powisle",2440,180,"34U","34U1H5S4Q",3,2014-08-06 02:51:00.1800000,18600,2118,1370730,2020-04-28 06:33:30.4900000,52.238340,21.028390
2527332,"Rakowiec",2440,180,"34U","34U1H5S3Q",3,2014-09-25 09:30:12.8400000,0,1758,624438,2020-04-28 06:33:44.8770000,52.200000,20.966670
2524499,"Wypedy",2440,180,"34U","34U1H5S3Q",3,2016-05-24 10:29:44.1130000,0,3812,1355966,2020-04-28 06:34:11.9100000,52.144130,20.883120
2377774,"Dwernik",2441,180,"34U","34U2H6S1Q",1,2020-03-12 17:30:53.4170000,90859,0,0,2020-04-28 07:53:30.9270000,49.207280,22.624970
2413390,"Debina",2450,180,"34U","34U2H4S1Q",3,2020-04-28 09:48:47.8030000,0,328,458,2020-04-28 09:48:47.8030000,49.966670,18.633330
2414254,"Chrzastowice",2450,180,"34U","34U2H4S1Q",3,2020-04-28 09:49:09.4370000,0,305,458,2020-04-28 09:49:09.4370000,49.983330,18.616670
2559067,"Radostow",2452,180,"33U","33U1H5S3Q",2,2020-04-28 10:30:50.4500000,0,1975,0,2020-04-28 10:30:55.2130000,52.867510,14.228500
2411877,"Ruptawa",2450,180,"34U","34U2H4S1Q",2,2020-04-28 10:46:19.1300000,0,662,562,2020-04-28 10:46:19.1300000,49.933330,18.616670
2411878,"Bzie Dolne",2450,180,"34U","34U2H4S1Q",2,2020-04-28 10:46:29.4130000,0,719,0,2020-04-28 10:46:29.4130000,49.933330,18.650000
2413388,"Jastrzebie Gorne",2450,180,"34U","34U2H4S1Q",2,2020-04-28 10:46:54.3670000,0,1020,171,2020-04-28 10:46:54.3670000,49.966670,18.600000
2414537,"Gogolowa",2450,180,"34U","34U2H4S1Q",2,2020-04-28 10:47:02.1570000,0,768,0,2020-04-28 10:47:02.1570000,49.986660,18.590410
2415974,"Swierklany Dolne",2450,180,"34U","34U2H1S3Q",2,2020-04-28 10:47:09.5130000,0,717,7,2020-04-28 10:47:09.5130000,50.018270,18.577020
2416060,"Swierklany",2450,180,"34U","34U2H1S3Q",2,2020-04-28 10:47:15.3030000,0,605,0,2020-04-28 10:47:15.3030000,50.022190,18.582860
2413389,"Pochwacie",2450,180,"34U","34U2H4S1Q",2,2020-04-28 10:47:23.3900000,0,329,0,2020-04-28 10:47:23.3900000,49.966670,18.616670
2562816,"Klasztorne",2452,180,"33U","33U1H5S3Q",2,2015-09-13 14:17:21.6470000,0,500596,0,2020-04-28 11:33:46.0000000,52.950000,14.050000
2414648,"Mizerow",2450,180,"34U","34U2H4S1Q",2,2020-04-28 12:42:41.4200000,0,633,0,2020-04-28 12:42:41.4200000,49.991190,18.790400
2416573,"Michalkowice",2450,180,"34U","34U2H1S3Q",2,2020-04-28 12:42:49.8130000,0,432,0,2020-04-28 12:42:49.8130000,50.033330,18.566670
