ZoneId,Description,RegionId,CountryId,UtmGrid,GridRef,ZoneControlState,DateCapturedUtc,LegionCount,SwarmCount,FacelessCount,LastUpdateDateUtc,Latitude,Longitude
2489349,"Barkowice",2446,180,"34U","34U2H1S2Q",3,2020-05-02 05:53:13.6130000,0,0,905,2020-05-02 05:53:13.6130000,51.393210,19.842510
2489154,"Podkalek",2446,180,"34U","34U2H1S2Q",3,2020-05-02 05:53:01.1600000,0,0,1005,2020-05-02 05:53:01.1600000,51.385070,19.780800
2488582,"Kolonia Witow",2446,180,"34U","34U2H1S2Q",3,2020-05-02 05:52:54.6100000,0,0,3384,2020-05-02 05:52:56.1830000,51.376060,19.759980
2489920,"Nowa Wies",2446,180,"34U","34U2H1S2Q",3,2020-05-02 05:53:08.5530000,0,255,1047,2020-05-02 05:53:08.5530000,51.401060,19.828400
2594263,"Pupki",2444,180,"34U","34U1H5S2Q",0,2020-05-02 11:48:45.6370000,0,0,0,2020-05-02 11:48:45.6370000,53.616670,21.350000
2534825,"Wolominek",2440,180,"34U","34U1H5S4Q",2,2019-03-11 08:41:06.8930000,0,30685,0,2020-05-02 15:10:09.1370000,52.350000,21.233330
2489275,"Korytnica",2446,180,"34U","34U2H1S2Q",3,2020-05-02 05:53:04.8400000,0,0,1109,2020-05-02 05:53:04.8400000,51.390210,19.795300
2414261,"Brzezce",2450,180,"34U","34U2H4S1Q",3,2020-05-02 08:11:56.6670000,0,0,796,2020-05-02 08:11:56.6670000,49.983330,18.850000
2413388,"Jastrzebie Gorne",2450,180,"34U","34U2H4S1Q",2,2020-05-02 17:24:35.5700000,0,714,0,2020-05-02 17:24:35.5700000,49.966670,18.600000
2502152,"Mierzno Drugie",2446,180,"34U","34U2H2S1Q",3,2020-05-02 03:55:29.6600000,0,797,1258,2020-05-02 03:55:29.6600000,51.666670,20.000000
2415779,"Osiny",2450,180,"34U","34U2H1S3Q",3,2020-05-02 08:14:47.3630000,0,0,553,2020-05-02 08:14:47.3630000,50.016670,18.683330
2377774,"Dwernik",2441,180,"34U","34U2H6S1Q",1,2020-03-12 17:30:53.4170000,96482,0,0,2020-05-02 17:16:46.4800000,49.207280,22.624970
2431909,"Miechow",2439,180,"34U","34U2H2S3Q",2,2016-08-05 03:12:07.4900000,0,3935554,0,2020-05-02 14:02:24.5600000,50.356480,20.027880
2487941,"Witow",2446,180,"34U","34U2H1S2Q",3,2020-05-02 05:52:48.6330000,0,73,551,2020-05-02 05:52:48.6330000,51.365610,19.740260
2487137,"Milejow",2446,180,"34U","34U2H1S2Q",3,2020-05-02 05:52:30.7830000,0,38,517,2020-05-02 05:52:30.7830000,51.349060,19.709860
2503300,"Lipsk Zarski",2447,180,"33U","33U2H2S2Q",2,2020-04-04 11:29:29.4630000,0,1791,0,2020-05-02 05:15:42.0630000,51.692350,15.025520
2487034,"Janowka",2446,180,"34U","34U2H1S2Q",3,2020-05-02 05:52:38.9730000,0,0,1228,2020-05-02 05:52:38.9730000,51.344250,19.697540
2588847,"Rozogi",2444,180,"34U","34U1H5S2Q",3,2016-05-26 17:57:54.8030000,0,0,1001096,2020-05-02 18:28:11.7630000,53.485490,21.362230
2500933,"Zary",2447,180,"33U","33U2H2S2Q",2,2018-04-09 06:33:54.7730000,0,271070,0,2020-05-02 05:04:26.9670000,51.642050,15.137270
2409056,"Wymyslow",2450,180,"34U","34U2H4S1Q",2,2020-05-02 07:38:15.2770000,0,323,0,2020-05-02 07:38:15.2770000,49.872510,18.595390
2413389,"Pochwacie",2450,180,"34U","34U2H4S1Q",2,2020-05-02 17:24:29.7330000,0,788,0,2020-05-02 17:24:29.7330000,49.966670,18.616670
2501610,"Grabik",2447,180,"33U","33U2H2S2Q",2,2018-04-09 06:38:35.8070000,0,11436,0,2020-05-02 05:04:38.4930000,51.654370,15.108050
2417667,"Rydultowy",2450,180,"34U","34U2H1S3Q",2,2020-05-02 06:53:38.2470000,0,164,0,2020-05-02 06:53:38.2470000,50.058570,18.417030
2418098,"Radlikowiec",2450,180,"34U","34U2H1S3Q",2,2020-05-02 06:53:29.7270000,0,794,0,2020-05-02 06:53:29.7270000,50.066670,18.416670
2503892,"Gorzupia Gorna",2447,180,"33U","33U2H2S2Q",2,2020-04-05 15:29:54.3770000,0,1703,0,2020-05-02 05:06:46.6800000,51.703630,15.270500
2501639,"Kadlubia",2447,180,"33U","33U2H2S2Q",2,2018-04-09 06:44:24.0730000,0,3675,0,2020-05-02 05:06:20.7770000,51.655570,15.171090
2405186,"Kamienica",2450,180,"34U","34U2H4S2Q",2,2013-01-28 22:22:33.9600000,0,4575525,0,2020-05-02 19:10:05.4600000,49.796030,19.016900
2594265,"Kierwik",2444,180,"34U","34U1H5S2Q",0,2020-05-02 11:48:33.6630000,0,0,0,2020-05-02 11:48:33.6630000,53.616670,21.383330
2414262,"Poreba",2450,180,"34U","34U2H4S1Q",3,2020-05-02 08:12:12.8630000,0,0,532,2020-05-02 08:12:12.8630000,49.983330,18.883330
2544829,"Murowanka",2440,180,"34U","34U1H5S4Q",2,2019-06-27 07:36:45.4100000,0,8756,0,2020-05-02 15:11:10.0200000,52.566670,21.066670
2544106,"Kepiaste",2440,180,"34U","34U1H5S4Q",2,2019-03-10 15:55:12.6300000,0,10209,0,2020-05-02 15:11:31.7500000,52.550000,21.000000
2409713,"Marktowice Gorne",2450,180,"34U","34U2H4S1Q",2,2020-05-02 07:38:09.4370000,0,356,0,2020-05-02 07:38:09.4370000,49.883350,18.585520
2636704,"Czolpino",2449,180,"33U","33U1H3S4Q",2,2018-08-07 09:53:41.6700000,0,95635,0,2020-05-02 13:31:51.2830000,54.708260,17.234800
2415976,"Czarkow",2450,180,"34U","34U2H1S3Q",3,2020-05-02 08:12:31.2200000,0,316,458,2020-05-02 08:12:31.2230000,50.018330,18.906780
2415215,"Radostowice",2450,180,"34U","34U2H1S3Q",3,2020-05-02 08:12:24.1930000,0,0,704,2020-05-02 08:12:24.1930000,50.003110,18.881030
2413387,"Krostoszowice",2450,180,"34U","34U2H4S1Q",2,2020-05-02 16:47:18.4430000,0,1016,171,2020-05-02 16:47:18.4430000,49.966670,18.483330
2407954,"Podlesie",2450,180,"34U","34U2H4S1Q",2,2020-05-02 17:24:19.0030000,0,392,0,2020-05-02 17:24:19.0030000,49.850000,18.633330
2406916,"Rudnik",2450,180,"34U","34U2H4S1Q",2,2020-05-02 17:24:23.4830000,0,735,0,2020-05-02 17:24:23.4830000,49.832280,18.692040
2594924,"Polom",2444,180,"34U","34U1H5S2Q",0,2020-05-02 22:01:05.5570000,0,0,0,2020-05-02 22:01:05.5570000,53.633330,21.366670
2416232,"Suszec",2450,180,"34U","34U2H1S3Q",3,2020-05-02 08:12:41.8730000,0,0,598,2020-05-02 08:12:41.8730000,50.029580,18.791600
2416791,"Rudziczka",2450,180,"34U","34U2H1S3Q",3,2020-05-02 08:12:50.1130000,0,0,630,2020-05-02 08:12:50.1130000,50.036080,18.762250
