ZoneId,Description,RegionId,CountryId,UtmGrid,GridRef,ZoneControlState,DateCapturedUtc,LegionCount,SwarmCount,FacelessCount,LastUpdateDateUtc,Latitude,Longitude
2545618,"Losiewice",2440,180,"34U","34U1H5S4Q",2,2017-06-16 00:46:03.5030000,0,212621,0,2020-04-22 00:55:39.3530000,52.583330,21.733330
2550803,"Brok",2440,180,"34U","34U1H5S4Q",2,2016-07-26 02:06:10.0800000,0,526634,0,2020-04-22 00:55:53.7300000,52.699480,21.857040
2547825,"Orzelek",2440,180,"34U","34U1H5S4Q",2,2016-08-06 21:24:27.4330000,0,23077,0,2020-04-22 00:56:00.6330000,52.633330,21.933330
2546388,"Bojewo",2440,180,"34U","34U1H5S4Q",2,2016-08-07 17:04:05.4900000,0,20152,0,2020-04-22 00:56:05.7470000,52.600000,21.950000
2544842,"Lipki",2440,180,"34U","34U1H5S4Q",2,2016-07-27 06:34:36.4470000,0,22318,0,2020-04-22 00:56:10.3630000,52.566670,21.950000
2544127,"Lipki Podwolcze",2440,180,"34U","34U1H5S4Q",2,2016-09-26 04:42:36.2100000,0,8029,0,2020-04-22 00:56:14.2470000,52.550000,21.983330
2545623,"Maliszewa",2440,180,"34U","34U1H6S3Q",2,2016-09-26 12:11:00.9700000,0,16779,0,2020-04-22 00:56:18.4670000,52.583330,22.050000
2550203,"Osada Ciechanowiec",2442,180,"34U","34U1H6S3Q",2,2016-07-15 11:26:31.1500000,0,234335,0,2020-04-22 02:15:12.6500000,52.683330,22.500000
2549875,"Ciechanowiec",2442,180,"34U","34U1H6S3Q",2,2016-07-15 11:22:24.2930000,0,837095,0,2020-04-22 03:20:07.1700000,52.678280,22.498150
2550601,"Malkinia Gorna",2440,180,"34U","34U1H6S3Q",2,2016-09-12 04:23:43.7900000,0,537885,0,2020-04-22 03:41:06.6030000,52.692200,22.028360
2555929,"Ostrow Mazowiecka",2440,180,"34U","34U1H5S4Q",2,2015-07-21 16:07:55.1730000,0,274553,0,2020-04-22 04:05:22.3600000,52.802450,21.895070
2545993,"Wyszkow",2440,180,"34U","34U1H5S4Q",2,2019-03-12 16:12:24.6300000,600,1072826,0,2020-04-22 05:34:50.9500000,52.592780,21.458400
2554106,"Sokolowo",2440,180,"34U","34U1H5S4Q",2,2018-04-17 05:13:22.5630000,300,591,0,2020-04-22 05:36:00.7670000,52.766670,21.316670
2375662,"Pszczeliny",2441,180,"34U","34U2H6S1Q",1,2020-03-20 05:12:55.3770000,92028,0,0,2020-04-22 05:49:31.5200000,49.164980,22.690890
2390734,"Skwirtne",2439,180,"34U","34U2H5S2Q",2,2020-04-22 06:30:22.1930000,0,729,0,2020-04-22 06:30:22.1930000,49.492880,21.190050
2523998,"Kepa Latoszkowa",2440,180,"34U","34U1H5S4Q",2,2019-07-20 03:00:14.8700000,0,409689,0,2020-04-22 06:30:42.0500000,52.133330,21.133330
2523627,"Izdebno Nowe",2440,180,"34U","34U1H5S3Q",2,2019-01-13 17:23:03.5900000,0,4263,0,2020-04-22 06:31:17.8000000,52.128220,20.539460
2528727,"Warsaw",2440,180,"34U","34U1H5S4Q",3,2015-01-25 23:59:22.0100000,0,7085,17281813,2020-04-22 06:31:48.1900000,52.229770,21.011780
