ZoneId,Description,RegionId,CountryId,UtmGrid,GridRef,ZoneControlState,DateCapturedUtc,LegionCount,SwarmCount,FacelessCount,LastUpdateDateUtc,Latitude,Longitude
2630327,"Gdynia",2449,180,"34U","34U1H1S3Q",2,2019-04-09 14:47:15.3470000,0,7977795,0,2020-04-01 15:29:04.9030000,54.518890,18.531880
2406380,"Bielsko-Biala",2450,180,"34U","34U2H4S2Q",2,2013-01-28 22:16:52.4100000,0,5016224,0,2020-04-01 17:39:01.8870000,49.816670,19.033330
2401932,"Buczkowice",2450,180,"34U","34U2H4S2Q",2,2013-03-31 11:49:18.6970000,0,5015883,0,2020-04-01 17:39:28.5130000,49.728580,19.069080
2418906,"Krakow",2439,180,"34U","34U2H1S4Q",2,2017-06-25 03:42:37.5800000,0,3171889,0,2020-04-01 11:36:31.1700000,50.083330,19.916670
2522554,"Mysiadlo",2440,180,"34U","34U1H5S4Q",2,2020-03-31 18:29:47.5830000,0,101913,0,2020-04-01 13:01:47.7100000,52.102160,21.018560
2375378,"Widelki",2441,180,"34U","34U2H6S1Q",1,2020-04-01 19:59:15.4100000,1374,0,0,2020-04-01 19:59:15.4100000,49.150610,22.683680
2376942,"Stuposiany",2441,180,"34U","34U2H6S1Q",1,2020-04-01 19:58:53.5930000,1369,0,0,2020-04-01 19:58:53.5930000,49.188130,22.683120
2528182,"Siekierki",2440,180,"34U","34U1H5S4Q",2,2020-03-30 22:37:53.1200000,0,437812,0,2020-04-01 11:20:45.7800000,52.216670,21.083330
2434341,"Giebultow",2439,180,"34U","34U2H2S3Q",2,2020-04-01 00:32:18.8100000,0,2111,0,2020-04-01 00:32:18.8100000,50.404410,20.169290
2533235,"Nowe Budy",2440,180,"34U","34U1H5S3Q",2,2019-01-08 07:24:46.9400000,0,5690,0,2020-04-01 07:11:30.7100000,52.316670,20.550000
2526512,"Wierzbno",2440,180,"34U","34U1H5S4Q",2,2020-01-30 15:38:30.3670000,0,320498,0,2020-04-01 21:40:05.4600000,52.183330,21.016670
2533722,"Nowa Dabrowa",2440,180,"34U","34U1H5S3Q",2,2019-02-19 05:48:44.9600000,0,11836,0,2020-04-01 07:11:16.4170000,52.329780,20.573960
