ZoneId,Description,RegionId,CountryId,UtmGrid,GridRef,ZoneControlState,DateCapturedUtc,LegionCount,SwarmCount,FacelessCount,LastUpdateDateUtc,Latitude,Longitude
2522987,"Jablonna",2440,180,"34U","34U1H5S4Q",3,2018-06-27 22:03:36.7400000,0,2909,372917,2020-05-15 01:51:36.9970000,52.116100,21.314330
2413391,"Bzie Gorne",2450,180,"34U","34U2H4S1Q",3,2020-05-13 14:50:19.1970000,0,4,1188,2020-05-15 02:40:02.5000000,49.966670,18.666670
2412622,"Granica",2450,180,"34U","34U2H4S1Q",2,2020-05-15 02:40:46.0970000,0,1054,171,2020-05-15 02:40:46.0970000,49.950000,18.550000
2524511,"Jaroslaw Pn.",2440,180,"34U","34U1H5S4Q",2,2020-05-14 23:29:08.3730000,0,111464,0,2020-05-15 03:03:52.4930000,52.144390,21.241210
2486799,"Wincentow",2440,180,"34U","34U2H2S2Q",2,2016-02-29 15:24:57.1030000,0,169640,0,2020-05-15 04:50:51.7070000,51.335250,21.234580
2378582,"Smolnik",2441,180,"34U","34U2H6S1Q",1,2020-01-21 20:17:44.5500000,92569,0,0,2020-05-15 06:01:13.6200000,49.225450,22.696380
2525290,"Nowe Grocholice",2440,180,"34U","34U1H5S3Q",2,2019-03-27 15:54:11.6200000,0,265181,0,2020-05-15 07:56:33.5770000,52.159240,20.911100
2527331,"Szczesliwice",2440,180,"34U","34U1H5S3Q",2,2020-05-08 08:17:05.6130000,0,700767,0,2020-05-15 07:57:18.2030000,52.200000,20.950000
2529341,"Powisle",2440,180,"34U","34U1H5S4Q",2,2020-05-11 11:05:12.7430000,0,597430,0,2020-05-15 08:22:39.6670000,52.238340,21.028390
2523998,"Kepa Latoszkowa",2440,180,"34U","34U1H5S4Q",2,2019-07-20 03:00:14.8700000,0,423439,0,2020-05-15 08:22:57.6700000,52.133330,21.133330
2427709,"Sciborzyce Male",2448,180,"33U","33U2H3S4Q",2,2020-05-15 08:23:55.0730000,441,1122,0,2020-05-15 08:23:55.0730000,50.269100,17.776990
2411352,"Lyczanka",2439,180,"34U","34U2H4S2Q",3,2016-10-22 09:49:46.0800000,0,300,1324694,2020-05-15 09:04:04.2500000,49.920280,19.982070
2411344,"Olszowice",2439,180,"34U","34U2H4S2Q",3,2018-01-27 09:27:52.9500000,0,300,1066099,2020-05-15 09:04:55.7830000,49.919730,19.926280
2420904,"Konczyce",2439,180,"34U","34U2H2S3Q",3,2017-10-18 15:17:25.1200000,0,300,15744,2020-05-15 09:05:25.9170000,50.129160,20.017860
2424604,"Widoma",2439,180,"34U","34U2H2S3Q",3,2016-11-08 20:04:34.5600000,3465,1611,161269,2020-05-15 09:05:37.0270000,50.204240,20.012320
2427240,"Prandocin",2439,180,"34U","34U2H2S3Q",3,2017-06-08 09:10:57.0170000,0,1083,12642,2020-05-15 09:06:08.1300000,50.265120,20.095550
2454202,"Bleszno",2450,180,"34U","34U2H1S4Q",3,2017-04-16 06:45:35.0670000,600,12558,325158,2020-05-15 09:06:34.6470000,50.780120,19.134200
2534820,"Manki",2440,180,"34U","34U1H5S4Q",2,2019-09-10 06:07:28.5070000,0,14243,0,2020-05-15 09:08:24.0370000,52.350000,21.050000
2534818,"Kobialka",2440,180,"34U","34U1H5S4Q",2,2019-09-10 05:16:40.9230000,0,9557,0,2020-05-15 09:08:30.7800000,52.350000,21.016670
2541080,"Zegrzynek",2440,180,"34U","34U1H5S4Q",2,2019-03-13 10:18:42.3470000,0,13766,0,2020-05-15 09:09:09.6230000,52.483330,21.050000
