ZoneId,Description,RegionId,CountryId,UtmGrid,GridRef,ZoneControlState,DateCapturedUtc,LegionCount,SwarmCount,FacelessCount,LastUpdateDateUtc,Latitude,Longitude
2529572,"Trojanow",2440,180,"34U","34U1H5S3Q",2,2018-08-13 19:55:36.2900000,0,2038,0,2020-05-04 02:51:44.5600000,52.245610,20.266900
2529666,"Nowa Wies",2440,180,"34U","34U1H5S3Q",2,2018-07-29 06:27:00.4230000,0,2037,0,2020-05-04 02:51:51.0500000,52.248780,20.276100
2529373,"Juljanow",2440,180,"34U","34U1H5S3Q",2,2018-08-01 10:52:57.6230000,0,2038,0,2020-05-04 02:52:00.6670000,52.239650,20.289120
2495400,"Bialobrzegi",2446,180,"34U","34U2H2S1Q",3,2020-05-04 04:02:02.9570000,0,0,943,2020-05-04 04:02:02.9570000,51.520660,20.065730
2494614,"Wawal",2446,180,"34U","34U2H2S1Q",3,2020-05-04 04:02:07.5800000,0,0,694,2020-05-04 04:02:07.5800000,51.504220,20.061390
2493939,"Slugocice",2446,180,"34U","34U2H2S1Q",3,2020-05-04 04:02:13.3700000,0,520,1034,2020-05-04 04:02:13.3700000,51.492250,20.115140
2495345,"Cieblowice",2446,180,"34U","34U2H2S1Q",3,2020-05-04 04:02:22.3630000,0,0,657,2020-05-04 04:02:22.3630000,51.518900,20.101530
2496277,"Spala",2446,180,"34U","34U2H2S1Q",3,2020-05-04 04:02:28.3800000,0,0,1991,2020-05-04 04:02:30.0830000,51.540610,20.133680
2496948,"Krolowa Wola",2446,180,"34U","34U2H2S1Q",2,2019-04-14 16:25:22.4270000,0,1424,517,2020-05-04 04:02:35.6230000,51.553670,20.168820
2472595,"Krzyki",2445,180,"33U","33U2H3S2Q",1,2016-02-27 15:00:23.8000000,3002298,0,0,2020-05-04 05:00:08.7500000,51.083330,17.083330
2433451,"Radzionkow Nowy",2450,180,"34U","34U2H1S3Q",3,2017-03-06 10:23:21.7700000,300,2472,938726,2020-05-04 05:10:05.9730000,50.385100,18.900600
2469900,"Radomierzyce",2445,180,"33U","33U2H3S2Q",1,2016-01-12 17:20:33.1130000,1018895,0,0,2020-05-04 05:33:37.0300000,51.042470,17.043400
2523185,"Jeziorki Niemieckie",2440,180,"34U","34U1H5S4Q",2,2020-05-04 06:10:36.7670000,0,107959,100411,2020-05-04 06:10:47.3500000,52.116670,21.016670
2590704,"Kokoszki",2444,180,"34U","34U1H5S2Q",3,2019-06-21 19:36:01.8170000,0,0,532109,2020-05-04 07:47:21.6770000,53.533330,21.383330
2416979,"Jankowice Rybnickie",2450,180,"34U","34U2H1S3Q",3,2020-05-04 08:15:05.9800000,0,0,574,2020-05-04 08:15:05.9800000,50.044790,18.547070
2411882,"Podjaz",2450,180,"34U","34U2H4S1Q",3,2020-05-04 08:16:42.4070000,0,0,541,2020-05-04 08:16:42.4070000,49.933330,18.900000
2415780,"Baranowice",2450,180,"34U","34U2H1S3Q",3,2020-05-04 08:17:47.8970000,0,0,529,2020-05-04 08:17:47.8970000,50.016670,18.716670
2415779,"Osiny",2450,180,"34U","34U2H1S3Q",3,2020-05-04 08:17:52.6970000,0,0,534,2020-05-04 08:17:52.6970000,50.016670,18.683330
2414501,"Krzyzowice",2450,180,"34U","34U2H4S1Q",3,2020-05-04 08:18:00.6800000,0,0,532,2020-05-04 08:18:00.6800000,49.985280,18.672810
2414256,"Katy",2450,180,"34U","34U2H4S1Q",3,2020-05-04 08:42:51.4600000,0,0,585,2020-05-04 08:42:51.4600000,49.983330,18.633330
2413389,"Pochwacie",2450,180,"34U","34U2H4S1Q",3,2020-05-04 08:43:50.6130000,0,0,544,2020-05-04 08:43:50.6170000,49.966670,18.616670
2416060,"Swierklany",2450,180,"34U","34U2H1S3Q",3,2020-05-04 08:44:13.1370000,0,0,640,2020-05-04 08:44:13.1370000,50.022190,18.582860
2415974,"Swierklany Dolne",2450,180,"34U","34U2H1S3Q",3,2020-05-04 08:44:18.9630000,0,0,642,2020-05-04 08:44:18.9630000,50.018270,18.577020
2500933,"Zary",2447,180,"33U","33U2H2S2Q",2,2018-04-09 06:33:54.7730000,0,272320,0,2020-05-04 09:09:57.9900000,51.642050,15.137270
