ZoneId,Description,RegionId,CountryId,UtmGrid,GridRef,ZoneControlState,DateCapturedUtc,LegionCount,SwarmCount,FacelessCount,LastUpdateDateUtc,Latitude,Longitude
2506879,"Henrykow",2446,180,"34U","34U2H1S2Q",3,2016-12-12 23:29:08.1570000,0,0,967993,2020-04-24 03:40:39.4000000,51.767760,19.542730
2545293,"Baborowo",2451,180,"33U","33U1H6S3Q",3,2017-09-12 19:56:10.4570000,0,0,1001177,2020-04-24 05:55:00.8870000,52.578750,16.657330
2517623,"Kepa Gliniecka",2440,180,"34U","34U2H2S2Q",2,2019-03-12 09:29:12.4270000,0,6810,0,2020-04-24 06:14:30.2400000,52.000000,21.250000
2530429,"Wiejca",2440,180,"34U","34U1H5S3Q",2,2018-12-31 03:08:41.7630000,0,6170,0,2020-04-24 06:21:32.9300000,52.261490,20.500750
2529517,"Gawartowa Wola",2440,180,"34U","34U1H5S3Q",2,2019-03-31 10:23:08.1800000,0,4897,0,2020-04-24 06:21:47.8200000,52.243780,20.493790
2528534,"Nowy Luszczewek",2440,180,"34U","34U1H5S3Q",2,2019-02-14 11:02:56.6830000,0,3261,0,2020-04-24 06:21:57.5070000,52.223120,20.511220
2377774,"Dwernik",2441,180,"34U","34U2H6S1Q",1,2020-03-12 17:30:53.4170000,91029,0,0,2020-04-24 06:33:34.9030000,49.207280,22.624970
2517301,"Ostrowek",2440,180,"34U","34U2H2S2Q",2,2019-03-12 09:29:17.1470000,0,5559,0,2020-04-24 06:35:10.2700000,51.993520,21.241980
2412621,"Podbucze",2450,180,"34U","34U2H4S1Q",3,2020-04-24 06:35:30.7400000,0,0,727,2020-04-24 06:35:30.7400000,49.950000,18.466670
2520426,"Kolbiel",2440,180,"34U","34U1H5S4Q",2,2019-07-25 20:39:09.3970000,0,462156,0,2020-04-24 07:15:19.2900000,52.064310,21.481530
2416905,"Rzeszow",2441,180,"34U","34U2H2S4Q",3,2014-08-21 07:03:42.0400000,10640,9290,4745621,2020-04-24 08:26:40.2370000,50.041320,21.999010
2416791,"Rudziczka",2450,180,"34U","34U2H1S3Q",3,2020-04-24 08:38:36.9530000,0,478,587,2020-04-24 08:38:36.9530000,50.036080,18.762250
2416232,"Suszec",2450,180,"34U","34U2H1S3Q",3,2020-04-24 08:38:48.4470000,0,0,554,2020-04-24 08:38:48.4470000,50.029580,18.791600
2414648,"Mizerow",2450,180,"34U","34U2H4S1Q",3,2020-04-24 08:38:55.0670000,0,67,287,2020-04-24 08:38:55.0670000,49.991190,18.790400
2413393,"Kozle",2450,180,"34U","34U2H4S1Q",3,2020-04-24 08:39:10.5030000,0,329,458,2020-04-24 08:39:10.5030000,49.966670,18.783330
2412626,"Wisla Mala",2450,180,"34U","34U2H4S1Q",3,2020-04-24 08:50:59.9630000,0,0,624,2020-04-24 08:50:59.9630000,49.950000,18.800000
2411090,"Strumien",2450,180,"34U","34U2H4S1Q",3,2020-04-24 08:51:06.6100000,0,0,633,2020-04-24 08:51:06.6100000,49.916670,18.766670
2411089,"Jarzabkowice",2450,180,"34U","34U2H4S1Q",3,2020-04-24 08:51:12.5630000,0,0,582,2020-04-24 08:51:12.5630000,49.916670,18.733330
2541829,"Olszyny",2440,180,"34U","34U1H5S4Q",2,2018-05-23 07:09:31.5730000,0,49738,0,2020-04-24 09:38:49.2200000,52.500000,21.566670
2412625,"Bzie Zameckie",2450,180,"34U","34U2H4S1Q",3,2020-04-24 09:59:38.8770000,0,0,576,2020-04-24 09:59:38.8770000,49.950000,18.650000
2411878,"Bzie Dolne",2450,180,"34U","34U2H4S1Q",3,2020-04-24 10:00:21.1200000,0,0,592,2020-04-24 10:00:21.1200000,49.933330,18.650000
2415781,"Podlesie",2450,180,"34U","34U2H1S3Q",3,2020-04-24 10:02:01.5830000,0,231,287,2020-04-24 10:02:01.5830000,50.016670,18.733330
2413389,"Pochwacie",2450,180,"34U","34U2H4S1Q",3,2020-04-24 10:36:43.1070000,0,0,621,2020-04-24 10:36:43.1070000,49.966670,18.616670
2413388,"Jastrzebie Gorne",2450,180,"34U","34U2H4S1Q",3,2020-04-24 10:36:56.6470000,0,0,688,2020-04-24 10:36:56.6470000,49.966670,18.600000
2415974,"Swierklany Dolne",2450,180,"34U","34U2H1S3Q",3,2020-04-24 10:37:08.7030000,0,38,294,2020-04-24 10:37:08.7030000,50.018270,18.577020
2416060,"Swierklany",2450,180,"34U","34U2H1S3Q",3,2020-04-24 10:37:19.3500000,0,0,579,2020-04-24 10:37:19.3500000,50.022190,18.582860
2416979,"Jankowice Rybnickie",2450,180,"34U","34U2H1S3Q",3,2020-04-24 10:37:34.0800000,0,0,751,2020-04-24 10:37:34.0800000,50.044790,18.547070
2417319,"Radziejow",2450,180,"34U","34U2H1S3Q",3,2020-04-24 10:37:43.1100000,0,0,918,2020-04-24 10:37:43.1100000,50.050000,18.516670
2429562,"Jozefow",2450,180,"34U","34U2H1S4Q",3,2019-06-17 08:14:55.7200000,8100,0,705236,2020-04-24 10:55:53.2730000,50.310500,19.178180
2427521,"Szopienice",2450,180,"34U","34U2H1S4Q",3,2018-10-01 19:20:02.7200000,6000,900,1842375,2020-04-24 10:56:06.4370000,50.266670,19.116670
2419214,"Bierun",2450,180,"34U","34U2H1S4Q",3,2014-12-15 18:22:40.3970000,15600,2534,38722,2020-04-24 10:56:36.0800000,50.090000,19.092910
2411096,"Czechowice-Dziedzice",2450,180,"34U","34U2H4S2Q",3,2015-04-22 14:45:20.0970000,600,300,1382232,2020-04-24 10:56:52.1000000,49.916670,19.016670
2416755,"Oswiecim",2439,180,"34U","34U2H1S4Q",3,2015-02-22 15:34:40.5300000,900,517,920458,2020-04-24 10:57:09.0100000,50.034370,19.210370
2419679,"Libiaz Wielki",2439,180,"34U","34U2H1S4Q",3,2019-05-19 07:53:44.7030000,1314,0,139220,2020-04-24 10:57:21.1600000,50.100000,19.300000
2414715,"Opatkowice",2439,180,"34U","34U2H4S2Q",3,2017-07-30 11:16:42.2900000,1188,517,1135262,2020-04-24 10:58:25.5270000,49.993950,19.899500
2413674,"Golkowice",2439,180,"34U","34U2H4S2Q",3,2017-08-09 15:13:38.1830000,300,0,1053422,2020-04-24 10:58:37.9100000,49.970550,19.972630
2413642,"Roznowa",2439,180,"34U","34U2H5S1Q",3,2017-03-22 11:28:00.7030000,300,0,1175277,2020-04-24 10:59:04.8730000,49.969330,20.063100
2414554,"Wieliczka",2439,180,"34U","34U2H5S1Q",2,2017-08-13 05:19:25.6130000,600,996900,0,2020-04-24 10:59:12.6500000,49.987380,20.064730
2506990,"Widzew",2446,180,"34U","34U2H1S2Q",3,2016-12-31 10:25:44.1400000,0,0,1140488,2020-04-24 11:13:01.5670000,51.772210,19.534370
2414622,"Rajsko",2439,180,"34U","34U2H4S2Q",3,2017-08-08 12:03:20.7000000,300,0,1129202,2020-04-24 11:24:04.1970000,49.990190,19.976920
2414626,"Krzyszkowice",2439,180,"34U","34U2H5S1Q",3,2017-08-20 01:59:29.7370000,5550,0,101094,2020-04-24 11:24:22.8870000,49.990470,20.029820
